1,1,9,*,-,0,=,0,6,119*-0=0
1,1,9,*,*,0,=,1,5,119**0=1
1,1,9,/,1,7,=,7,5,119/17=7
1,1,9,/,7,=,1,7,5,119/7=17
1,1,0,1,*,0,=,0,4,1101*0=0
1,1,0,2,*,0,=,0,5,1102*0=0
1,1,0,3,*,0,=,0,5,1103*0=0
1,1,0,4,*,0,=,0,5,1104*0=0
1,1,0,5,*,0,=,0,5,1105*0=0
1,1,0,6,*,0,=,0,5,1106*0=0
1,1,0,7,*,0,=,0,5,1107*0=0
1,1,0,8,*,0,=,0,5,1108*0=0
1,1,0,9,*,0,=,0,5,1109*0=0
1,1,0,0,*,0,=,0,4,1100*0=0
1,1,0,*,0,0,=,0,4,110*00=0
1,1,0,*,0,=,0,0,4,110*0=00
1,1,0,*,+,0,=,0,5,110*+0=0
1,1,0,*,-,0,=,0,5,110*-0=0
1,1,0,*,*,0,=,1,4,110**0=1
1,1,0,/,2,2,=,5,6,110/22=5
1,1,0,/,2,=,5,5,6,110/2=55
1,1,0,/,5,5,=,2,6,110/55=2
1,1,0,/,5,=,2,2,6,110/5=22
1,1,+,1,1,=,2,2,4,11+11=22
1,1,+,1,2,=,2,3,5,11+12=23
1,1,+,1,3,=,2,4,6,11+13=24
1,1,+,1,4,=,2,5,6,11+14=25
1,1,+,1,5,=,2,6,6,11+15=26
1,1,+,1,6,=,2,7,6,11+16=27
1,1,+,1,7,=,2,8,6,11+17=28
1,1,+,1,8,=,2,9,6,11+18=29
1,1,+,1,9,=,3,0,6,11+19=30
1,1,+,1,0,=,2,1,5,11+10=21
1,1,+,1,-,3,=,9,6,11+1-3=9
1,1,+,1,-,4,=,8,6,11+1-4=8
1,1,+,1,-,5,=,7,6,11+1-5=7
1,1,+,1,-,6,=,6,5,11+1-6=6
1,1,+,1,-,7,=,5,6,11+1-7=5
1,1,+,1,-,8,=,4,6,11+1-8=4
1,1,+,1,-,9,=,3,6,11+1-9=3
1,1,+,2,1,=,3,2,5,11+21=32
1,1,+,2,2,=,3,3,5,11+22=33
1,1,+,2,3,=,3,4,6,11+23=34
1,1,+,2,4,=,3,5,7,11+24=35
1,1,+,2,5,=,3,6,7,11+25=36
1,1,+,2,6,=,3,7,7,11+26=37
1,1,+,2,7,=,3,8,7,11+27=38
1,1,+,2,8,=,3,9,7,11+28=39
1,1,+,2,9,=,4,0,7,11+29=40
1,1,+,2,0,=,3,1,6,11+20=31
1,1,+,2,-,4,=,9,7,11+2-4=9
1,1,+,2,-,5,=,8,7,11+2-5=8
1,1,+,2,-,6,=,7,7,11+2-6=7
1,1,+,2,-,7,=,6,7,11+2-7=6
1,1,+,2,-,8,=,5,7,11+2-8=5
1,1,+,2,-,9,=,4,7,11+2-9=4
1,1,+,3,1,=,4,2,6,11+31=42
1,1,+,3,2,=,4,3,6,11+32=43
1,1,+,3,3,=,4,4,5,11+33=44
1,1,+,3,4,=,4,5,6,11+34=45
1,1,+,3,5,=,4,6,7,11+35=46
1,1,+,3,6,=,4,7,7,11+36=47
1,1,+,3,7,=,4,8,7,11+37=48
1,1,+,3,8,=,4,9,7,11+38=49
1,1,+,3,9,=,5,0,7,11+39=50
1,1,+,3,0,=,4,1,6,11+30=41
1,1,+,3,-,5,=,9,7,11+3-5=9
1,1,+,3,-,6,=,8,7,11+3-6=8
1,1,+,3,-,7,=,7,6,11+3-7=7
1,1,+,3,-,8,=,6,7,11+3-8=6
1,1,+,3,-,9,=,5,7,11+3-9=5
1,1,+,4,1,=,5,2,6,11+41=52
1,1,+,4,2,=,5,3,7,11+42=53
1,1,+,4,3,=,5,4,6,11+43=54
1,1,+,4,4,=,5,5,5,11+44=55
1,1,+,4,5,=,5,6,6,11+45=56
1,1,+,4,6,=,5,7,7,11+46=57
1,1,+,4,7,=,5,8,7,11+47=58
1,1,+,4,8,=,5,9,7,11+48=59
1,1,+,4,9,=,6,0,7,11+49=60
1,1,+,4,0,=,5,1,6,11+40=51
1,1,+,4,-,6,=,9,7,11+4-6=9
1,1,+,4,-,7,=,8,7,11+4-7=8
1,1,+,4,-,8,=,7,7,11+4-8=7
1,1,+,4,-,9,=,6,7,11+4-9=6
1,1,+,5,1,=,6,2,6,11+51=62
1,1,+,5,2,=,6,3,7,11+52=63
1,1,+,5,3,=,6,4,7,11+53=64
1,1,+,5,4,=,6,5,6,11+54=65
1,1,+,5,5,=,6,6,5,11+55=66
1,1,+,5,6,=,6,7,6,11+56=67
1,1,+,5,7,=,6,8,7,11+57=68
1,1,+,5,8,=,6,9,7,11+58=69
1,1,+,5,9,=,7,0,7,11+59=70
1,1,+,5,0,=,6,1,6,11+50=61
1,1,+,5,-,7,=,9,7,11+5-7=9
1,1,+,5,-,8,=,8,6,11+5-8=8
1,1,+,5,-,9,=,7,7,11+5-9=7
1,1,+,6,1,=,7,2,6,11+61=72
1,1,+,6,2,=,7,3,7,11+62=73
1,1,+,6,3,=,7,4,7,11+63=74
1,1,+,6,4,=,7,5,7,11+64=75
1,1,+,6,5,=,7,6,6,11+65=76
1,1,+,6,6,=,7,7,5,11+66=77
1,1,+,6,7,=,7,8,6,11+67=78
1,1,+,6,8,=,7,9,7,11+68=79
1,1,+,6,9,=,8,0,7,11+69=80
1,1,+,6,0,=,7,1,6,11+60=71
1,1,+,6,-,8,=,9,7,11+6-8=9
1,1,+,6,-,9,=,8,7,11+6-9=8
1,1,+,7,1,=,8,2,6,11+71=82
1,1,+,7,2,=,8,3,7,11+72=83
1,1,+,7,3,=,8,4,7,11+73=84
1,1,+,7,4,=,8,5,7,11+74=85
1,1,+,7,5,=,8,6,7,11+75=86
1,1,+,7,6,=,8,7,6,11+76=87
1,1,+,7,7,=,8,8,5,11+77=88
1,1,+,7,8,=,8,9,6,11+78=89
1,1,+,7,9,=,9,0,6,11+79=90
1,1,+,7,0,=,8,1,6,11+70=81
1,1,+,7,-,9,=,9,6,11+7-9=9
1,1,+,8,1,=,9,2,6,11+81=92
1,1,+,8,2,=,9,3,7,11+82=93
1,1,+,8,3,=,9,4,7,11+83=94
1,1,+,8,4,=,9,5,7,11+84=95
1,1,+,8,5,=,9,6,7,11+85=96
1,1,+,8,6,=,9,7,7,11+86=97
1,1,+,8,7,=,9,8,6,11+87=98
1,1,+,8,8,=,9,9,5,11+88=99
1,1,+,8,0,=,9,1,6,11+80=91
1,1,+,0,0,=,1,1,4,11+00=11
1,1,+,0,-,2,=,9,7,11+0-2=9
1,1,+,0,-,3,=,8,7,11+0-3=8
1,1,+,0,-,4,=,7,7,11+0-4=7
1,1,+,0,-,5,=,6,7,11+0-5=6
1,1,+,0,-,6,=,5,7,11+0-6=5
1,1,+,0,-,7,=,4,7,11+0-7=4
1,1,+,0,-,8,=,3,7,11+0-8=3
1,1,+,0,-,9,=,2,7,11+0-9=2
1,1,+,+,1,=,1,2,4,11++1=12
1,1,+,+,2,=,1,3,5,11++2=13
1,1,+,+,3,=,1,4,5,11++3=14
1,1,+,+,4,=,1,5,5,11++4=15
1,1,+,+,5,=,1,6,5,11++5=16
1,1,+,+,6,=,1,7,5,11++6=17
1,1,+,+,7,=,1,8,5,11++7=18
1,1,+,+,8,=,1,9,5,11++8=19
1,1,+,+,9,=,2,0,6,11++9=20
1,1,+,+,0,=,1,1,4,11++0=11
1,1,+,+,-,2,=,9,6,11++-2=9
1,1,+,+,-,3,=,8,6,11++-3=8
1,1,+,+,-,4,=,7,6,11++-4=7
1,1,+,+,-,5,=,6,6,11++-5=6
1,1,+,+,-,6,=,5,6,11++-6=5
1,1,+,+,-,7,=,4,6,11++-7=4
1,1,+,+,-,8,=,3,6,11++-8=3
1,1,+,+,-,9,=,2,6,11++-9=2
1,1,+,-,1,1,=,0,5,11+-11=0
1,1,+,-,1,0,=,1,5,11+-10=1
1,1,+,-,1,=,1,0,5,11+-1=10
1,1,+,-,0,=,1,1,5,11+-0=11
1,1,+,-,+,2,=,9,6,11+-+2=9
1,1,+,-,+,3,=,8,6,11+-+3=8
1,1,+,-,+,4,=,7,6,11+-+4=7
1,1,+,-,+,5,=,6,6,11+-+5=6
1,1,+,-,+,6,=,5,6,11+-+6=5
1,1,+,-,+,7,=,4,6,11+-+7=4
1,1,+,-,+,8,=,3,6,11+-+8=3
1,1,+,-,+,9,=,2,6,11+-+9=2
1,1,-,1,1,=,0,0,4,11-11=00
1,1,-,1,-,1,=,9,4,11-1-1=9
1,1,-,1,-,2,=,8,5,11-1-2=8
1,1,-,1,-,3,=,7,5,11-1-3=7
1,1,-,1,-,4,=,6,5,11-1-4=6
1,1,-,1,-,5,=,5,4,11-1-5=5
1,1,-,1,-,6,=,4,5,11-1-6=4
1,1,-,1,-,7,=,3,5,11-1-7=3
1,1,-,1,-,8,=,2,5,11-1-8=2
1,1,-,1,-,9,=,1,4,11-1-9=1
1,1,-,1,*,2,=,9,6,11-1*2=9
1,1,-,1,*,3,=,8,6,11-1*3=8
1,1,-,1,*,4,=,7,6,11-1*4=7
1,1,-,1,*,5,=,6,6,11-1*5=6
1,1,-,1,*,6,=,5,6,11-1*6=5
1,1,-,1,*,7,=,4,6,11-1*7=4
1,1,-,1,*,8,=,3,6,11-1*8=3
1,1,-,1,*,9,=,2,6,11-1*9=2
1,1,-,2,+,0,=,9,7,11-2+0=9
1,1,-,2,-,1,=,8,5,11-2-1=8
1,1,-,2,-,2,=,7,5,11-2-2=7
1,1,-,2,-,3,=,6,6,11-2-3=6
1,1,-,2,-,4,=,5,6,11-2-4=5
1,1,-,2,-,5,=,4,6,11-2-5=4
1,1,-,2,-,6,=,3,6,11-2-6=3
1,1,-,2,-,7,=,2,5,11-2-7=2
1,1,-,2,-,8,=,1,5,11-2-8=1
1,1,-,2,-,9,=,0,6,11-2-9=0
1,1,-,2,-,0,=,9,6,11-2-0=9
1,1,-,2,*,1,=,9,6,11-2*1=9
1,1,-,2,*,2,=,7,6,11-2*2=7
1,1,-,2,*,3,=,5,7,11-2*3=5
1,1,-,2,*,4,=,3,7,11-2*4=3
1,1,-,2,*,5,=,1,6,11-2*5=1
1,1,-,2,/,1,=,9,6,11-2/1=9
1,1,-,3,+,1,=,9,6,11-3+1=9
1,1,-,3,+,0,=,8,7,11-3+0=8
1,1,-,3,-,1,=,7,5,11-3-1=7
1,1,-,3,-,2,=,6,6,11-3-2=6
1,1,-,3,-,3,=,5,5,11-3-3=5
1,1,-,3,-,4,=,4,5,11-3-4=4
1,1,-,3,-,5,=,3,5,11-3-5=3
1,1,-,3,-,6,=,2,6,11-3-6=2
1,1,-,3,-,7,=,1,5,11-3-7=1
1,1,-,3,-,8,=,0,6,11-3-8=0
1,1,-,3,-,0,=,8,6,11-3-0=8
1,1,-,3,*,1,=,8,6,11-3*1=8
1,1,-,3,*,2,=,5,7,11-3*2=5
1,1,-,3,*,3,=,2,6,11-3*3=2
1,1,-,3,/,1,=,8,6,11-3/1=8
1,1,-,4,+,1,=,8,6,11-4+1=8
1,1,-,4,+,2,=,9,7,11-4+2=9
1,1,-,4,+,0,=,7,7,11-4+0=7
1,1,-,4,-,1,=,6,5,11-4-1=6
1,1,-,4,-,2,=,5,6,11-4-2=5
1,1,-,4,-,3,=,4,5,11-4-3=4
1,1,-,4,-,4,=,3,5,11-4-4=3
1,1,-,4,-,5,=,2,6,11-4-5=2
1,1,-,4,-,6,=,1,5,11-4-6=1
1,1,-,4,-,7,=,0,6,11-4-7=0
1,1,-,4,-,0,=,7,6,11-4-0=7
1,1,-,4,*,1,=,7,6,11-4*1=7
1,1,-,4,*,2,=,3,7,11-4*2=3
1,1,-,4,/,1,=,7,6,11-4/1=7
1,1,-,4,/,2,=,9,7,11-4/2=9
1,1,-,5,+,1,=,7,6,11-5+1=7
1,1,-,5,+,2,=,8,7,11-5+2=8
1,1,-,5,+,3,=,9,7,11-5+3=9
1,1,-,5,+,0,=,6,7,11-5+0=6
1,1,-,5,-,1,=,5,4,11-5-1=5
1,1,-,5,-,2,=,4,6,11-5-2=4
1,1,-,5,-,3,=,3,5,11-5-3=3
1,1,-,5,-,4,=,2,6,11-5-4=2
1,1,-,5,-,5,=,1,4,11-5-5=1
1,1,-,5,-,6,=,0,6,11-5-6=0
1,1,-,5,-,0,=,6,6,11-5-0=6
1,1,-,5,*,1,=,6,6,11-5*1=6
1,1,-,5,*,2,=,1,6,11-5*2=1
1,1,-,5,/,1,=,6,6,11-5/1=6
1,1,-,6,+,1,=,6,5,11-6+1=6
1,1,-,6,+,2,=,7,7,11-6+2=7
1,1,-,6,+,3,=,8,7,11-6+3=8
1,1,-,6,+,4,=,9,7,11-6+4=9
1,1,-,6,+,0,=,5,7,11-6+0=5
1,1,-,6,-,1,=,4,5,11-6-1=4
1,1,-,6,-,2,=,3,6,11-6-2=3
1,1,-,6,-,3,=,2,6,11-6-3=2
1,1,-,6,-,4,=,1,5,11-6-4=1
1,1,-,6,-,5,=,0,6,11-6-5=0
1,1,-,6,-,0,=,5,6,11-6-0=5
1,1,-,6,*,1,=,5,6,11-6*1=5
1,1,-,6,/,1,=,5,6,11-6/1=5
1,1,-,6,/,2,=,8,7,11-6/2=8
1,1,-,6,/,3,=,9,7,11-6/3=9
1,1,-,7,+,1,=,5,6,11-7+1=5
1,1,-,7,+,2,=,6,7,11-7+2=6
1,1,-,7,+,3,=,7,6,11-7+3=7
1,1,-,7,+,4,=,8,7,11-7+4=8
1,1,-,7,+,5,=,9,7,11-7+5=9
1,1,-,7,+,0,=,4,7,11-7+0=4
1,1,-,7,-,1,=,3,5,11-7-1=3
1,1,-,7,-,2,=,2,5,11-7-2=2
1,1,-,7,-,3,=,1,5,11-7-3=1
1,1,-,7,-,4,=,0,6,11-7-4=0
1,1,-,7,-,0,=,4,6,11-7-0=4
1,1,-,7,*,1,=,4,6,11-7*1=4
1,1,-,7,/,1,=,4,6,11-7/1=4
1,1,-,8,+,1,=,4,6,11-8+1=4
1,1,-,8,+,2,=,5,7,11-8+2=5
1,1,-,8,+,3,=,6,7,11-8+3=6
1,1,-,8,+,4,=,7,7,11-8+4=7
1,1,-,8,+,5,=,8,6,11-8+5=8
1,1,-,8,+,6,=,9,7,11-8+6=9
1,1,-,8,+,0,=,3,7,11-8+0=3
1,1,-,8,-,1,=,2,5,11-8-1=2
1,1,-,8,-,2,=,1,5,11-8-2=1
1,1,-,8,-,3,=,0,6,11-8-3=0
1,1,-,8,-,0,=,3,6,11-8-0=3
1,1,-,8,*,1,=,3,6,11-8*1=3
1,1,-,8,/,1,=,3,6,11-8/1=3
1,1,-,8,/,2,=,7,7,11-8/2=7
1,1,-,8,/,4,=,9,7,11-8/4=9
1,1,-,9,+,1,=,3,6,11-9+1=3
1,1,-,9,+,2,=,4,7,11-9+2=4
1,1,-,9,+,3,=,5,7,11-9+3=5
1,1,-,9,+,4,=,6,7,11-9+4=6
1,1,-,9,+,5,=,7,7,11-9+5=7
1,1,-,9,+,6,=,8,7,11-9+6=8
1,1,-,9,+,7,=,9,6,11-9+7=9
1,1,-,9,+,0,=,2,7,11-9+0=2
1,1,-,9,-,1,=,1,4,11-9-1=1
1,1,-,9,-,2,=,0,6,11-9-2=0
1,1,-,9,-,0,=,2,6,11-9-0=2
1,1,-,9,*,1,=,2,6,11-9*1=2
1,1,-,9,/,1,=,2,6,11-9/1=2
1,1,-,9,/,3,=,8,7,11-9/3=8
1,1,-,0,0,=,1,1,4,11-00=11
1,1,-,0,-,2,=,9,6,11-0-2=9
1,1,-,0,-,3,=,8,6,11-0-3=8
1,1,-,0,-,4,=,7,6,11-0-4=7
1,1,-,0,-,5,=,6,6,11-0-5=6
1,1,-,0,-,6,=,5,6,11-0-6=5
1,1,-,0,-,7,=,4,6,11-0-7=4
1,1,-,0,-,8,=,3,6,11-0-8=3
1,1,-,0,-,9,=,2,6,11-0-9=2
1,1,-,+,1,1,=,0,5,11-+11=0
1,1,-,+,1,0,=,1,5,11-+10=1
1,1,-,+,1,=,1,0,5,11-+1=10
1,1,-,+,0,=,1,1,5,11-+0=11
1,1,-,+,+,2,=,9,6,11-++2=9
1,1,-,+,+,3,=,8,6,11-++3=8
1,1,-,+,+,4,=,7,6,11-++4=7
1,1,-,+,+,5,=,6,6,11-++5=6
1,1,-,+,+,6,=,5,6,11-++6=5
1,1,-,+,+,7,=,4,6,11-++7=4
1,1,-,+,+,8,=,3,6,11-++8=3
1,1,-,+,+,9,=,2,6,11-++9=2
1,1,*,1,-,2,=,9,6,11*1-2=9
1,1,*,1,-,3,=,8,6,11*1-3=8
1,1,*,1,-,4,=,7,6,11*1-4=7
1,1,*,1,-,5,=,6,6,11*1-5=6
1,1,*,1,-,6,=,5,6,11*1-6=5
1,1,*,1,-,7,=,4,6,11*1-7=4
1,1,*,1,-,8,=,3,6,11*1-8=3
1,1,*,1,-,9,=,2,6,11*1-9=2
1,1,*,1,*,0,=,0,4,11*1*0=0
1,1,*,2,*,0,=,0,5,11*2*0=0
1,1,*,3,*,0,=,0,5,11*3*0=0
1,1,*,4,*,0,=,0,5,11*4*0=0
1,1,*,5,*,0,=,0,5,11*5*0=0
1,1,*,6,*,0,=,0,5,11*6*0=0
1,1,*,7,*,0,=,0,5,11*7*0=0
1,1,*,8,*,0,=,0,5,11*8*0=0
1,1,*,9,*,0,=,0,5,11*9*0=0
1,1,*,0,0,0,=,0,4,11*000=0
1,1,*,0,0,=,0,0,4,11*00=00
1,1,*,0,+,1,=,1,5,11*0+1=1
1,1,*,0,+,2,=,2,6,11*0+2=2
1,1,*,0,+,3,=,3,6,11*0+3=3
1,1,*,0,+,4,=,4,6,11*0+4=4
1,1,*,0,+,5,=,5,6,11*0+5=5
1,1,*,0,+,6,=,6,6,11*0+6=6
1,1,*,0,+,7,=,7,6,11*0+7=7
1,1,*,0,+,8,=,8,6,11*0+8=8
1,1,*,0,+,9,=,9,6,11*0+9=9
1,1,*,0,+,0,=,0,5,11*0+0=0
1,1,*,0,-,0,=,0,5,11*0-0=0
1,1,*,0,*,1,=,0,4,11*0*1=0
1,1,*,0,*,2,=,0,5,11*0*2=0
1,1,*,0,*,3,=,0,5,11*0*3=0
1,1,*,0,*,4,=,0,5,11*0*4=0
1,1,*,0,*,5,=,0,5,11*0*5=0
1,1,*,0,*,6,=,0,5,11*0*6=0
1,1,*,0,*,7,=,0,5,11*0*7=0
1,1,*,0,*,8,=,0,5,11*0*8=0
1,1,*,0,*,9,=,0,5,11*0*9=0
1,1,*,0,*,0,=,0,4,11*0*0=0
1,1,*,0,/,1,=,0,5,11*0/1=0
1,1,*,0,/,2,=,0,6,11*0/2=0
1,1,*,0,/,3,=,0,6,11*0/3=0
1,1,*,0,/,4,=,0,6,11*0/4=0
1,1,*,0,/,5,=,0,6,11*0/5=0
1,1,*,0,/,6,=,0,6,11*0/6=0
1,1,*,0,/,7,=,0,6,11*0/7=0
1,1,*,0,/,8,=,0,6,11*0/8=0
1,1,*,0,/,9,=,0,6,11*0/9=0
1,1,*,0,=,0,0,0,4,11*0=000
1,1,*,+,1,=,1,1,4,11*+1=11
1,1,*,+,2,=,2,2,5,11*+2=22
1,1,*,+,3,=,3,3,5,11*+3=33
1,1,*,+,4,=,4,4,5,11*+4=44
1,1,*,+,5,=,5,5,5,11*+5=55
1,1,*,+,6,=,6,6,5,11*+6=66
1,1,*,+,7,=,7,7,5,11*+7=77
1,1,*,+,8,=,8,8,5,11*+8=88
1,1,*,+,9,=,9,9,5,11*+9=99
1,1,*,+,0,0,=,0,5,11*+00=0
1,1,*,+,0,=,0,0,5,11*+0=00
1,1,*,+,+,0,=,0,5,11*++0=0
1,1,*,+,-,0,=,0,6,11*+-0=0
1,1,*,-,0,0,=,0,5,11*-00=0
1,1,*,-,0,=,0,0,5,11*-0=00
1,1,*,-,+,0,=,0,6,11*-+0=0
1,1,*,*,1,=,1,1,3,11**1=11
1,1,*,*,0,0,=,1,4,11**00=1
1,1,*,*,+,0,=,1,5,11**+0=1
1,1,*,*,-,0,=,1,5,11**-0=1
